Priority,Research_Status,Category,Type,Has_Citation,Claim_ID,Research_Description,Full_Claim_Text,Suggested_Citation,BibTeX_Key,DOI_or_URL,Reference_Type,Research_Notes,File_Path,Line_Number,Scope,Existing_Citation_Format,Confidence
HIGH,completed,implementation,implementation,NO,CODE-IMPL-355,performance and reliability (attributed to: None),Validation and testing framework for optimization algorithms,,,,,STRATEGIC_PHASE1: Implementation pattern (design_pattern) - no citation needed,src\optimization\validation\__init__.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-356,None (attributed to: None),Enhanced PSO Convergence Criteria and Validation Algorithms,,,,,,src\optimization\validation\enhanced_convergence_analyzer.py,1,module,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-357,None (attributed to: None),Calculate stagnation score based on recent fitness variations,,,,,STRATEGIC_PHASE2: Analysis/implementation code (no theory cited),src\optimization\validation\enhanced_convergence_analyzer.py,392,module:class:EnhancedConvergenceAnalyzer:function:_calculate_stagnation_score,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-358,None (attributed to: None),Update internal convergence status based on metrics,,,,,STRATEGIC_PHASE2: Analysis/implementation code (no theory cited),src\optimization\validation\enhanced_convergence_analyzer.py,602,module:class:EnhancedConvergenceAnalyzer:function:_update_convergence_status,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-359,None (attributed to: None),Validation framework for PSO convergence algorithms,,,,,,src\optimization\validation\enhanced_convergence_analyzer.py,697,module:class:PSOConvergenceValidator,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-360,"controller physics
- Multi-objective parameter space analysis
- Convergence-aware bounds adjustment
- Statistical validation (attributed to: parameter effectiveness)","based on controller physics
- Multi-objective parameter space analysis
- Convergence-aware bounds adjustment
- Statistical validation of parameter effectiveness",,,,,STRATEGIC_PHASE3: Infrastructure/base class - no citation needed,src\optimization\validation\pso_bounds_optimizer.py,1,module,,0.6
HIGH,completed,implementation,implementation,NO,CODE-IMPL-361,None (attributed to: None),Strategy for optimizing parameter bounds,,,,,STRATEGIC_PHASE3: Infrastructure/base class - no citation needed,src\optimization\validation\pso_bounds_optimizer.py,37,module:class:BoundsOptimizationStrategy,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-362,None (attributed to: None),Optimize PSO parameter bounds for specific controller type,,,,,,src\optimization\validation\pso_bounds_optimizer.py,165,module:class:PSOBoundsOptimizer:function:optimize_bounds_for_controller,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-363,None (attributed to: None),Generate bounds based on empirical performance data,,,,,STRATEGIC_PHASE3: Infrastructure/base class - no citation needed,src\optimization\validation\pso_bounds_optimizer.py,293,module:class:PSOBoundsOptimizer:function:_generate_performance_driven_bounds,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-364,None (attributed to: None),Select optimal bounds based on performance metrics and strategy,,,,,,src\optimization\validation\pso_bounds_optimizer.py,477,module:class:PSOBoundsOptimizer:function:_select_optimal_bounds,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-365,None (attributed to: None),PSO Bounds Validation and Optimization Module,,,,,,src\optimization\validation\pso_bounds_validator.py,1,module,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-366,None (attributed to: None),Estimate convergence difficulty based on bounds width,,,,,STRATEGIC_PHASE3: Infrastructure/base class - no citation needed,src\optimization\validation\pso_bounds_validator.py,336,module:class:PSOBoundsValidator:function:_estimate_convergence_difficulty,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-367,None (attributed to: None),Generate improved bounds based on theoretical analysis,,,,,STRATEGIC_PHASE3: Infrastructure/base class - no citation needed,src\optimization\validation\pso_bounds_validator.py,348,module:class:PSOBoundsValidator:function:_generate_improved_bounds,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-368,None (attributed to: None),Plant Dynamics and Physical Models for the Double Inverted Pendulum System,,,,,,src\plant\__init__.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-369,None (attributed to: None),Base configuration class for Double Inverted Pendulum models,,,,,,src\plant\configurations\base_config.py,201,module:class:BaseDIPConfig,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-370,None (attributed to: None),Plant core dynamics compatibility module,,,,,,src\plant\core\dynamics.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-371,None (attributed to: None),Numerical Stability Utilities for Plant Dynamics,,,,,,src\plant\core\numerical_stability.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-372,None (attributed to: None),Adaptive matrix regularization for improved numerical stability,,,,,,src\plant\core\numerical_stability.py,54,module:class:AdaptiveRegularizer,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-373,None (attributed to: None),Apply adaptive regularization based on matrix conditioning,,,,,STRATEGIC_PHASE2: Analysis/implementation code (no theory cited),src\plant\core\numerical_stability.py,127,module:class:AdaptiveRegularizer:function:_apply_adaptive_regularization,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-374,None (attributed to: None),Double Inverted Pendulum physics matrix computation,,,,,,src\plant\core\physics_matrices.py,45,module:class:DIPPhysicsMatrices,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-375,None (attributed to: None),Simplified physics matrices for computational efficiency,,,,,,src\plant\core\physics_matrices.py,248,module:class:SimplifiedDIPPhysicsMatrices,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-376,None (attributed to: None),Base classes and interfaces for plant dynamics models,,,,,STRATEGIC_PHASE1: Implementation pattern (design_pattern) - no citation needed,src\plant\models\base\__init__.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-377,None (attributed to: None),Common interface for plant dynamics models,,,,,,src\plant\models\base\dynamics_interface.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-378,None (attributed to: None),Available integration methods for dynamics,,,,,,src\plant\models\base\dynamics_interface.py,19,module:class:IntegrationMethod,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-379,None (attributed to: None),Compute system dynamics at given state and input,,,,,,src\plant\models\base\dynamics_interface.py,73,module:class:DynamicsModel:function:compute_dynamics,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-380,None (attributed to: None),Abstract base class for dynamics models,,,,,,src\plant\models\base\dynamics_interface.py,130,module:class:BaseDynamicsModel,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-381,None (attributed to: None),Full Fidelity Double Inverted Pendulum Model,,,,,,src\plant\models\full\__init__.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-382,None (attributed to: None),Full Fidelity DIP Dynamics Model,,,,,,src\plant\models\full\dynamics.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-384,for legacy code (attributed to: None),Compatibility method for legacy code expecting _rhs_core,,,,,,src\plant\models\full\dynamics.py,530,module:class:FullDIPDynamics:function:_rhs_core,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-386,None (attributed to: None),Full-fidelity physics computation for DIP dynamics,,,,,,src\plant\models\full\physics.py,34,module:class:FullFidelityPhysicsComputer,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-387,None (attributed to: None),Compute complete right-hand side of dynamics equation,,,,,,src\plant\models\full\physics.py,70,module:class:FullFidelityPhysicsComputer:function:compute_complete_dynamics_rhs,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-388,None (attributed to: None),Low-rank Double Inverted Pendulum (DIP) Model Package,,,,,,src\plant\models\lowrank\__init__.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-389,None (attributed to: None),Configuration for Low-rank Double Inverted Pendulum Model,,,,,,src\plant\models\lowrank\config.py,21,module:class:LowRankDIPConfig,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-390,None (attributed to: None),Low-rank DIP Dynamics Model,,,,,,src\plant\models\lowrank\dynamics.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-391,None (attributed to: None),Low-rank Double Inverted Pendulum Dynamics Model,,,,,,src\plant\models\lowrank\dynamics.py,28,module:class:LowRankDIPDynamics,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-393,None (attributed to: None),Low-rank DIP Physics Computer,,,,,,src\plant\models\lowrank\physics.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-394,None (attributed to: None),Low-rank Physics Computer for Double Inverted Pendulum,,,,,,src\plant\models\lowrank\physics.py,20,module:class:LowRankPhysicsComputer,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-395,"the simplified DIP dynamics with:
- Focused physics computation
- Type-safe configuration
- Numerical stability features
- Performance optimizations

Refactored (attributed to: the monolithic 688-line dynamics)","implementation of the simplified DIP dynamics with:
- Focused physics computation
- Type-safe configuration
- Numerical stability features
- Performance optimizations

Refactored from the monolithic 688-line dynamics",,,,,,src\plant\models\simplified\__init__.py,1,module,,0.6
HIGH,completed,implementation,implementation,NO,CODE-IMPL-396,None (attributed to: None),Configuration for Simplified DIP Dynamics,,,,,STRATEGIC_PHASE4: Configuration class - pure implementation,src\plant\models\simplified\config.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-397,None (attributed to: None),Simplified DIP Dynamics Model,,,,,,src\plant\models\simplified\dynamics.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-398,"simplified DIP dynamics featuring:
- Type-safe configuration with validation
- Numerical stability monitoring and recovery
- Performance optimizations with JIT compilation
- Clean separation (attributed to: physics computation)","implementation of simplified DIP dynamics featuring:
- Type-safe configuration with validation
- Numerical stability monitoring and recovery
- Performance optimizations with JIT compilation
- Clean separation of physics computation",,,,,,src\plant\models\simplified\dynamics.py,28,module:class:SimplifiedDIPDynamics,,0.6
HIGH,,implementation,implementation,NO,CODE-IMPL-399,None (attributed to: None),Compute dynamics using standard (modular) approach,,,,,,src\plant\models\simplified\dynamics.py,290,module:class:SimplifiedDIPDynamics:function:_compute_standard_dynamics,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-400,None (attributed to: None),Compute dynamics using fast JIT-compiled approach,,,,,,src\plant\models\simplified\dynamics.py,298,module:class:SimplifiedDIPDynamics:function:_compute_fast_dynamics,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-402,None (attributed to: None),Simplified Physics Computation for DIP,,,,,,src\plant\models\simplified\physics.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-403,None (attributed to: None),Simplified physics computation for DIP dynamics,,,,,,src\plant\models\simplified\physics.py,35,module:class:SimplifiedPhysicsComputer,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-404,None (attributed to: None),JIT-compiled simplified dynamics computation,,,,,,src\plant\models\simplified\physics.py,236,module:function:compute_simplified_dynamics_numba,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-405,None (attributed to: None),Professional simulation framework for control engineering applications,,,,,STRATEGIC_PHASE1: Implementation pattern (design_pattern) - no citation needed,src\simulation\__init__.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-406,None (attributed to: None),Initializes and holds the context for a simulation run,,,,,,src\simulation\context\simulation_context.py,30,module:class:SimulationContext,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-407,None (attributed to: None),Initialize the correct dynamics model based on the configuration,,,,,STRATEGIC_PHASE4: Configuration class - pure implementation,src\simulation\context\simulation_context.py,44,module:class:SimulationContext:function:_initialize_dynamics_model,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-408,defaults (attributed to: config),use defaults from config,,,,,STRATEGIC_PHASE4: Configuration class - pure implementation,src\simulation\context\simulation_context.py,81,module:class:SimulationContext:function:create_controller,,0.6
HIGH,,implementation,implementation,NO,CODE-IMPL-409,None (attributed to: None),Base interface for numerical integration methods,,,,,,src\simulation\core\interfaces.py,40,module:class:Integrator,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-410,order (attributed to: None),Integration method order,,,,,,src\simulation\core\interfaces.py,74,module:class:Integrator:function:order,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-411,None (attributed to: None),Execute simulation with specified strategy,,,,,,src\simulation\core\interfaces.py,89,module:class:Orchestrator:function:execute,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-412,None (attributed to: None),Perform strategy-specific analysis,,,,,STRATEGIC_PHASE2: Analysis/implementation code (no theory cited),src\simulation\core\interfaces.py,122,module:class:SimulationStrategy:function:analyze,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-414,None (attributed to: None),Create a controller using the configuration,,,,,STRATEGIC_PHASE4: Configuration class - pure implementation,src\simulation\core\simulation_context.py,86,module:class:SimulationContext:function:create_controller,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-415,None (attributed to: None),Advance simulation by one time step,,,,,,src\simulation\core\time_domain.py,72,module:class:TimeManager:function:advance_step,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-416,None (attributed to: None),Update time step based on error estimate,,,,,STRATEGIC_PHASE4: Error handling - pure implementation,src\simulation\core\time_domain.py,242,module:class:AdaptiveTimeStep:function:update_step_size,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-417,None (attributed to: None),Simulation engines and numerical integration methods,,,,,,src\simulation\engines\__init__.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-420,None (attributed to: None),Simulation step router,,,,,,src\simulation\engines\simulation_runner.py,1,module,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-421,None (attributed to: None),Return the appropriate step function based on the configuration flag,,,,,STRATEGIC_PHASE4: Configuration class - pure implementation,src\simulation\engines\simulation_runner.py,75,module:function:get_step_fn,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-422,None (attributed to: None),Unified simulation step entry point,,,,,,src\simulation\engines\simulation_runner.py,87,module:function:step,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-423,that advances the (attributed to: None),Simulate a single controller trajectory using an explicit Euler method,,,,,,src\simulation\engines\simulation_runner.py,109,module:function:run_simulation,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-424,dt (attributed to: None),Initialize simulation runner,,,,,,src\simulation\engines\simulation_runner.py,341,module:class:SimulationRunner:function:__init__,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-426,None (attributed to: None),Vectorised batch simulation of multiple controllers,,,,,,src\simulation\engines\vector_sim.py,252,module:function:simulate_system_batch,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-427,None (attributed to: None),Numerical integration methods for simulation framework,,,,,,src\simulation\integrators\__init__.py,1,module,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-428,None (attributed to: None),Adaptive step-size integration methods,,,,,STRATEGIC_PHASE1: Implementation pattern (design_pattern) - no citation needed,src\simulation\integrators\adaptive\__init__.py,1,module,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-429,None (attributed to: None),Basic error controller for adaptive step size methods,,,,,STRATEGIC_PHASE4: Error handling - pure implementation,src\simulation\integrators\adaptive\error_control.py,13,module:class:ErrorController,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-430,order for exponent (attributed to: None),Update step size based on error estimate,,,,,STRATEGIC_PHASE4: Error handling - pure implementation,src\simulation\integrators\adaptive\error_control.py,26,module:class:ErrorController:function:update_step_size,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-431,"order

Returns (attributed to: None)",Update step size using PI control,,,,,STRATEGIC_PHASE4: Error handling - pure implementation,src\simulation\integrators\adaptive\error_control.py,97,module:class:PIController:function:update_step_size,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-432,"order

Returns (attributed to: None)",Update step size using dead-beat control,,,,,STRATEGIC_PHASE4: Error handling - pure implementation,src\simulation\integrators\adaptive\error_control.py,175,module:class:DeadBeatController:function:update_step_size,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-433,None (attributed to: None),Adaptive Runge-Kutta integration methods with error control,,,,,,src\simulation\integrators\adaptive\runge_kutta.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-434,None (attributed to: None),Base class for adaptive Runge-Kutta methods,,,,,,src\simulation\integrators\adaptive\runge_kutta.py,16,module:class:AdaptiveRungeKutta,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-435,with adaptive step (attributed to: None),Dormand-Prince 4(5) embedded Runge-Kutta method with adaptive step size,,,,,,src\simulation\integrators\adaptive\runge_kutta.py,99,module:class:DormandPrince45,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-437,None (attributed to: None),Legacy Dormand-Prince 4(5) step function for backward compatibility,,,,,,src\simulation\integrators\adaptive\runge_kutta.py,177,module:function:rk45_step,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-438,None (attributed to: None),Original RK45 implementation for fallback,,,,,,src\simulation\integrators\adaptive\runge_kutta.py,228,module:function:_original_rk45_step,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-439,None (attributed to: None),Base class for numerical integration methods,,,,,,src\simulation\integrators\base.py,16,module:class:BaseIntegrator,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-440,None (attributed to: None),Initialize base integrator,,,,,,src\simulation\integrators\base.py,19,module:class:BaseIntegrator:function:__init__,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-442,provides compatibility with (attributed to: None),Integrate dynamics forward by one time step (interface compatibility method),,,,,,src\simulation\integrators\base.py,73,module:class:BaseIntegrator:function:integrate_step,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-443,None (attributed to: None),Initialize integration result,,,,,,src\simulation\integrators\base.py,159,module:class:IntegrationResult:function:__init__,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-444,None (attributed to: None),Initialize legacy wrapper,,,,,,src\simulation\integrators\compatibility.py,102,module:class:LegacyDynamicsWrapper:function:__init__,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-446,None (attributed to: None),Safely integrate using fallback method,,,,,,src\simulation\integrators\compatibility.py,267,module:class:IntegratorSafetyWrapper:function:_safe_fallback_integrate,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-447,None (attributed to: None),Discrete-time integration methods,,,,,STRATEGIC_PHASE1: Implementation pattern (design_pattern) - no citation needed,src\simulation\integrators\discrete\__init__.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-448,order (attributed to: None),Integration method order (exact for linear systems),,,,,,src\simulation\integrators\discrete\zero_order_hold.py,41,module:class:ZeroOrderHold:function:order,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-449,None (attributed to: None),Integrate nonlinear system with ZOH control approximation,,,,,,src\simulation\integrators\discrete\zero_order_hold.py,132,module:class:ZeroOrderHold:function:_integrate_nonlinear,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-450,None (attributed to: None),Fixed step-size integration methods,,,,,STRATEGIC_PHASE1: Implementation pattern (design_pattern) - no citation needed,src\simulation\integrators\fixed_step\__init__.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-451,None (attributed to: None),Euler integration methods (explicit and implicit),,,,,,src\simulation\integrators\fixed_step\euler.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-452,None (attributed to: None),Forward (explicit) Euler integration method,,,,,,src\simulation\integrators\fixed_step\euler.py,16,module:class:ForwardEuler,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-454,None (attributed to: None),Integrate using forward Euler method,,,,,,src\simulation\integrators\fixed_step\euler.py,29,module:class:ForwardEuler:function:integrate,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-455,None (attributed to: None),Backward (implicit) Euler integration method,,,,,,src\simulation\integrators\fixed_step\euler.py,66,module:class:BackwardEuler,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-457,None (attributed to: None),Integrate using backward Euler method,,,,,,src\simulation\integrators\fixed_step\euler.py,97,module:class:BackwardEuler:function:integrate,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-458,None (attributed to: None),Modified Euler method (Heun's method),,,,,,src\simulation\integrators\fixed_step\euler.py,154,module:class:ModifiedEuler,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-460,None (attributed to: None),Integrate using modified Euler (Heun's) method,,,,,,src\simulation\integrators\fixed_step\euler.py,167,module:class:ModifiedEuler:function:integrate,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-461,None (attributed to: None),Fixed step-size Runge-Kutta integration methods,,,,,,src\simulation\integrators\fixed_step\runge_kutta.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-462,None (attributed to: None),Second-order Runge-Kutta method (midpoint rule),,,,,,src\simulation\integrators\fixed_step\runge_kutta.py,15,module:class:RungeKutta2,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-464,None (attributed to: None),Integrate using second-order Runge-Kutta (midpoint) method,,,,,,src\simulation\integrators\fixed_step\runge_kutta.py,28,module:class:RungeKutta2:function:integrate,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-465,None (attributed to: None),Fourth-order Runge-Kutta method (classic RK4),,,,,,src\simulation\integrators\fixed_step\runge_kutta.py,66,module:class:RungeKutta4,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-467,None (attributed to: None),Integrate using fourth-order Runge-Kutta method,,,,,,src\simulation\integrators\fixed_step\runge_kutta.py,79,module:class:RungeKutta4:function:integrate,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-468,None (attributed to: None),Runge-Kutta 3/8 rule (alternative 4th-order method),,,,,,src\simulation\integrators\fixed_step\runge_kutta.py,119,module:class:RungeKutta38,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-470,None (attributed to: None),Integrate using Runge-Kutta 3/8 rule,,,,,,src\simulation\integrators\fixed_step\runge_kutta.py,132,module:class:RungeKutta38:function:integrate,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-471,for backward compatibility (attributed to: None),Alias for standard RK4 method for backward compatibility,,,,,,src\simulation\integrators\fixed_step\runge_kutta.py,172,module:class:ClassicalRungeKutta,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-472,None (attributed to: None),Create appropriate integrator based on configuration,,,,,STRATEGIC_PHASE4: Configuration class - pure implementation,src\simulation\orchestrators\base.py,49,module:class:BaseOrchestrator:function:_create_integrator,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-473,None (attributed to: None),Execute simulation with orchestrator-specific strategy,,,,,,src\simulation\orchestrators\base.py,102,module:class:BaseOrchestrator:function:execute,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-474,creates a new (attributed to: None),Run a single simulation using sequential orchestrator,,,,,,src\simulation\orchestrators\parallel.py,159,module:class:ParallelOrchestrator:function:_run_single_simulation,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-475,None (attributed to: None),Initialize HIL orchestrator,,,,,,src\simulation\orchestrators\real_time.py,240,module:class:HardwareInLoopOrchestrator:function:__init__,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-476,dynamics_model (attributed to: None),Legacy simulation runner for backward compatibility,,,,,,src\simulation\orchestrators\sequential.py,187,module:function:run_simulation,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-477,None (attributed to: None),Result container implementations for simulation data,,,,,,src\simulation\results\containers.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-478,None (attributed to: None),Implement recovery strategy,,,,,,src\simulation\safety\recovery.py,18,module:class:RecoveryStrategy:function:recover,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-479,None (attributed to: None),Emergency stop recovery strategy,,,,,,src\simulation\safety\recovery.py,38,module:class:EmergencyStop,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-480,None (attributed to: None),State limiting recovery strategy,,,,,,src\simulation\safety\recovery.py,46,module:class:StateLimiter,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-481,None (attributed to: None),Register recovery strategy for specific violation type,,,,,,src\simulation\safety\recovery.py,77,module:class:SafetyRecovery:function:register_strategy,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-482,None (attributed to: None),Apply appropriate recovery strategy,,,,,,src\simulation\safety\recovery.py,81,module:class:SafetyRecovery:function:apply_recovery,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-483,None (attributed to: None),Simulation analysis strategies and paradigms,,,,,STRATEGIC_PHASE1: Implementation pattern (design_pattern) - no citation needed,src\simulation\strategies\__init__.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-484,None (attributed to: None),Monte Carlo simulation strategy for statistical analysis,,,,,,src\simulation\strategies\monte_carlo.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-486,None (attributed to: None),Initialize Monte Carlo strategy,,,,,,src\simulation\strategies\monte_carlo.py,19,module:class:MonteCarloStrategy:function:__init__,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-487,None (attributed to: None),Mixin class for components that need configuration compatibility,,,,,STRATEGIC_PHASE4: Configuration class - pure implementation,src\utils\config_compatibility.py,165,module:class:ConfigCompatibilityMixin,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-488,None (attributed to: None),Wrap physics configuration for compatibility with plant models,,,,,STRATEGIC_PHASE4: Configuration class - pure implementation,src\utils\config_compatibility.py,182,module:function:wrap_physics_config,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-490,None (attributed to: None),Control analysis utilities compatibility module,,,,,STRATEGIC_PHASE2: Analysis/implementation code (no theory cited),src\utils\control_analysis.py,1,module,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-491,mathematical analysis (attributed to: coverage trends with automated),Implements mathematical analysis of coverage trends with automated,,,,,STRATEGIC_PHASE2: Analysis/implementation code (no theory cited),src\utils\coverage\monitoring.py,54,module:class:CoverageMonitor,,0.6
HIGH,completed,implementation,implementation,NO,CODE-IMPL-492,None (attributed to: None),Calculate linear regression slope using least squares method,,,,,STRATEGIC_PHASE4: Infrastructure code (config/types/utils),src\utils\coverage\monitoring.py,203,module:class:CoverageMonitor:function:analyze_coverage_trends:function:calculate_slope,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-493,None (attributed to: None),Classify trend based on slope magnitude,,,,,STRATEGIC_PHASE4: Infrastructure code (config/types/utils),src\utils\coverage\monitoring.py,222,module:class:CoverageMonitor:function:analyze_coverage_trends:function:classify_trend,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-494,None (attributed to: None),Generate actionable recommendations based on trend analysis,,,,,STRATEGIC_PHASE2: Analysis/implementation code (no theory cited),src\utils\coverage\monitoring.py,269,module:class:CoverageMonitor:function:_generate_trend_recommendation,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-495,None (attributed to: None),Check current coverage against quality gate thresholds,,,,,,src\utils\coverage\monitoring.py,280,module:class:CoverageMonitor:function:check_quality_gates,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-496,None (attributed to: None),Utility class for exporting data and plots from Jupyter notebooks,,,,,STRATEGIC_PHASE4: Utility function - pure implementation,src\utils\development\jupyter_tools.py,24,module:class:NotebookExporter,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-497,prefix (attributed to: None),Export PSO or other optimization results,,,,,,src\utils\development\jupyter_tools.py,188,module:class:NotebookExporter:function:export_optimization_results,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-498,"for optimal performance

Example
-------
>>> (attributed to: src)","use for optimal performance

Example
-------
>>> from src",,,,,STRATEGIC_PHASE1: Implementation pattern (design_pattern) - no citation needed,src\utils\memory\__init__.py,1,module,,0.6
